WigleWifi-1.4,appRelease=2.38,model=Redmi Note 4,release=6.0,device=nikel,display=MRA58K,board=unknown,brand=Xiaomi
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
24:c9:a1:36:4e:08,Ariel_University,[ESS],2018-11-29 17:25:42,1,-83,32.105145,35.20493,643.5,5,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2018-11-29 17:25:49,11,-41,32.1051316666667,35.2048816666667,644.5,5,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],2018-11-29 17:25:49,6,-64,32.1051316666667,35.2048816666667,644.5,5,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2018-11-29 17:25:49,1,-50,32.1051316666667,35.2048816666667,644.5,5,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],2018-11-29 17:25:49,11,-71,32.1051316666667,35.2048816666667,644.5,5,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],2018-11-29 17:25:49,6,-77,32.1051316666667,35.2048816666667,644.5,5,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],2018-11-29 17:25:49,11,-83,32.1051316666667,35.2048816666667,644.5,5,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],2018-11-29 17:25:54,6,-57,32.1052933333333,35.2047483333333,645.7,5.30000019073486,WIFI
50:a7:33:07:59:a8,Ariel_University,[ESS],2018-11-29 17:26:06,11,-62,32.1053133333333,35.2046233333333,647.9,3.90000009536743,WIFI
84:18:3a:04:41:88,Ariel_University,[ESS],2018-11-29 17:26:06,6,-84,32.1053133333333,35.2046233333333,647.9,3.90000009536743,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],2018-11-29 17:26:06,6,-83,32.1053133333333,35.2046233333333,647.9,3.90000009536743,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2018-11-29 17:26:06,6,-81,32.1053133333333,35.2046233333333,647.9,3.90000009536743,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],2018-11-29 17:26:06,6,-52,32.1053133333333,35.2046233333333,647.9,3.90000009536743,WIFI
24:c9:a1:15:42:c8,Ariel_University,[ESS],2018-11-29 17:26:06,6,-88,32.1053133333333,35.2046233333333,647.9,3.90000009536743,WIFI
8c:0c:90:2f:d3:d8,Ariel_University,[ESS],2018-11-29 17:26:20,1,-60,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
e0:10:7f:09:99:48,Ariel_University,[ESS],2018-11-29 17:26:20,6,-85,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:2e:19:08,Ariel_University,[ESS],2018-11-29 17:26:20,6,-76,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:2d:7a:b8,Ariel_University,[ESS],2018-11-29 17:26:20,11,-79,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
34:fa:9f:15:36:98,Ariel_University,[ESS],2018-11-29 17:26:20,11,-79,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
84:18:3a:04:3f:88,Ariel_University,[ESS],2018-11-29 17:26:20,1,-85,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:2f:37:98,Ariel_University,[ESS],2018-11-29 17:26:20,1,-88,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
34:fa:9f:14:fe:dc,Ariel_University,[ESS],2018-11-29 17:26:20,36,-86,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
84:18:3a:04:48:88,Ariel_University,[ESS],2018-11-29 17:26:20,1,-84,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
34:fa:9f:15:3b:bc,Ariel_University,[ESS],2018-11-29 17:26:20,36,-95,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:2f:c7:48,Ariel_University,[ESS],2018-11-29 17:26:20,1,-80,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
34:fa:9f:15:6e:78,Ariel_University,[ESS],2018-11-29 17:26:20,11,-86,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
34:fa:9f:15:6e:7c,Ariel_University,[ESS],2018-11-29 17:26:20,36,-92,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:30:04:b8,Ariel_University,[ESS],2018-11-29 17:26:20,6,-92,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],2018-11-29 17:26:20,11,-61,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],2018-11-29 17:26:20,11,-71,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],2018-11-29 17:26:20,11,-89,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
34:fa:9f:15:a1:bc,Ariel_University,[ESS],2018-11-29 17:26:20,36,-92,32.1052816666667,35.2045116666667,650.3,3.70000004768372,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],2018-11-29 17:26:24,11,-61,32.10529,35.20452,648.8,3.70000004768372,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],2018-11-29 17:26:24,6,-77,32.10529,35.20452,648.8,3.70000004768372,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],2018-11-29 17:26:24,1,-79,32.10529,35.20452,648.8,3.70000004768372,WIFI
34:fa:9f:14:f2:28,Ariel_University,[ESS],2018-11-29 17:26:24,6,-82,32.10529,35.20452,648.8,3.70000004768372,WIFI
34:fa:9f:15:a1:b8,Ariel_University,[ESS],2018-11-29 17:26:24,1,-83,32.10529,35.20452,648.8,3.70000004768372,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2018-11-29 17:26:34,1,-84,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:36:51:88,Ariel_University,[ESS],2018-11-29 17:26:34,6,-85,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:2f:cc:08,Ariel_University,[ESS],2018-11-29 17:26:34,1,-84,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2018-11-29 17:26:34,11,-84,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:35:bb:08,Ariel_University,[ESS],2018-11-29 17:26:34,6,-85,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:2f:77:68,Ariel_University,[ESS],2018-11-29 17:26:34,1,-89,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:30:04:68,Ariel_University,[ESS],2018-11-29 17:26:34,11,-76,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],2018-11-29 17:26:34,11,-88,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2018-11-29 17:26:34,11,-76,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:2f:cb:e8,Ariel_University,[ESS],2018-11-29 17:26:34,11,-76,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],2018-11-29 17:26:34,6,-88,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:2d:79:78,Ariel_University,[ESS],2018-11-29 17:26:34,1,-86,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:13:de:b8,Ariel_University,[ESS],2018-11-29 17:26:34,11,-78,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:14:a3:ac,Ariel_University,[ESS],2018-11-29 17:26:34,36,-81,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:14:a3:a8,Ariel_University,[ESS],2018-11-29 17:26:34,1,-73,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:14:1a:ec,Ariel_University,[ESS],2018-11-29 17:26:34,44,-92,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:14:1a:e8,Ariel_University,[ESS],2018-11-29 17:26:34,1,-68,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:15:36:9c,Ariel_University,[ESS],2018-11-29 17:26:34,36,-95,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2018-11-29 17:26:34,11,-85,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],2018-11-29 17:26:34,1,-76,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
f0:b0:52:3e:d9:bc,Ariel_University,[ESS],2018-11-29 17:26:34,36,-89,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2018-11-29 17:26:34,1,-89,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],2018-11-29 17:26:34,36,-87,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:36:20:88,Ariel_University,[ESS],2018-11-29 17:26:34,1,-85,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:30:05:18,Ariel_University,[ESS],2018-11-29 17:26:34,6,-92,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:15:42:c8,Ariel_University,[ESS],2018-11-29 17:26:34,6,-74,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:35:ae:88,Ariel_University,[ESS],2018-11-29 17:26:34,11,-70,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:15:a1:bc,Ariel_University,[ESS],2018-11-29 17:26:34,36,-83,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:15:a1:b8,Ariel_University,[ESS],2018-11-29 17:26:34,1,-70,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
8c:0c:90:2f:c7:38,Ariel_University,[ESS],2018-11-29 17:26:34,1,-75,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
34:fa:9f:12:64:d8,Ariel_University,[ESS],2018-11-29 17:26:34,1,-85,32.1052933333333,35.2043583333333,649.1,3.79999995231628,WIFI
24:c9:a1:33:34:58,Ariel_University,[ESS],2018-11-29 17:26:36,6,-43,32.10528,35.2043233333333,649.3,3.79999995231628,WIFI
24:c9:a1:15:42:c8,Ariel_University,[ESS],2018-11-29 17:26:36,6,-69,32.10528,35.2043233333333,649.3,3.79999995231628,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2018-11-29 17:26:45,6,-85,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2018-11-29 17:26:45,1,-81,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2018-11-29 17:26:45,11,-82,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
24:c9:a1:15:7c:18,Ariel_University,[ESS],2018-11-29 17:26:45,11,-92,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
8c:0c:90:2e:0e:58,Ariel_University,[ESS],2018-11-29 17:26:45,11,-83,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
8c:0c:90:2f:ca:58,Ariel_University,[ESS],2018-11-29 17:26:45,1,-77,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
34:fa:9f:13:de:bc,Ariel_University,[ESS],2018-11-29 17:26:45,36,-86,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
8c:0c:90:2d:7a:58,Ariel_University,[ESS],2018-11-29 17:26:45,6,-88,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
f0:3e:90:04:d2:a8,Ariel_University,[ESS],2018-11-29 17:26:45,11,-91,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
34:fa:9f:14:fe:d8,Ariel_University,[ESS],2018-11-29 17:26:45,1,-75,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
24:c9:a1:36:5b:e8,Ariel_University,[ESS],2018-11-29 17:26:45,6,-85,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
34:fa:9f:15:a1:bc,Ariel_University,[ESS],2018-11-29 17:26:45,36,-67,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
34:fa:9f:15:2e:ac,Ariel_University,[ESS],2018-11-29 17:26:45,36,-94,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
8c:0c:90:2f:cc:a8,Ariel_University,[ESS],2018-11-29 17:26:45,11,-85,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
8c:0c:90:2d:79:38,Ariel_University,[ESS],2018-11-29 17:26:45,11,-92,32.1053083333333,35.2041516666667,648.4,3.70000004768372,WIFI
24:c9:a1:36:4d:c8,Ariel_University,[ESS],2018-11-29 17:26:53,1,-83,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2e:ed:a8,Ariel_University,[ESS],2018-11-29 17:26:53,6,-85,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2e:e8:28,Ariel_University,[ESS],2018-11-29 17:26:53,6,-91,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
24:c9:a1:35:ba:28,Ariel_University,[ESS],2018-11-29 17:26:53,11,-93,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
34:fa:9f:14:63:8c,Ariel_University,[ESS],2018-11-29 17:26:53,36,-94,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2f:31:38,Ariel_University,[ESS],2018-11-29 17:26:53,1,-77,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2e:15:88,Ariel_University,[ESS],2018-11-29 17:26:53,1,-86,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2d:79:28,Ariel_University,[ESS],2018-11-29 17:26:53,11,-88,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2018-11-29 17:26:53,6,-85,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
24:c9:a1:15:42:c8,Ariel_University,[ESS],2018-11-29 17:26:53,6,-47,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
34:fa:9f:14:f2:28,Ariel_University,[ESS],2018-11-29 17:26:53,6,-64,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
34:fa:9f:12:64:d8,Ariel_University,[ESS],2018-11-29 17:26:53,1,-79,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2d:79:38,Ariel_University,[ESS],2018-11-29 17:26:53,11,-79,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2e:16:38,Ariel_University,[ESS],2018-11-29 17:26:53,6,-82,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
24:c9:a1:35:a7:d8,Ariel_University,[ESS],2018-11-29 17:26:53,6,-85,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
e0:10:7f:1a:8c:d8,Ariel_University,[ESS],2018-11-29 17:26:53,11,-86,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
8c:0c:90:2f:ca:18,Ariel_University,[ESS],2018-11-29 17:26:53,6,-92,32.1053666666667,35.2040383333333,648.3,3.5,WIFI
42503_6791_2147843,,LTE;il,2018-11-29 17:26:53,0,-113,32.1053666666667,35.2040383333333,648.3,3.5,GSM
24:c9:a1:36:52:d8,Ariel_University,[ESS],2018-11-29 17:26:58,6,-89,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
8c:0c:90:2e:0e:88,Ariel_University,[ESS],2018-11-29 17:26:58,1,-74,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2018-11-29 17:26:58,1,-85,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
84:18:3a:04:40:98,Ariel_University,[ESS],2018-11-29 17:26:58,11,-89,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
8c:0c:90:2e:17:b8,Ariel_University,[ESS],2018-11-29 17:26:58,1,-88,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
34:fa:9f:14:63:88,Ariel_University,[ESS],2018-11-29 17:26:58,11,-89,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
8c:0c:90:2f:cb:e8,Ariel_University,[ESS],2018-11-29 17:26:58,11,-71,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],2018-11-29 17:26:58,1,-84,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
34:fa:9f:15:a1:b8,Ariel_University,[ESS],2018-11-29 17:26:58,1,-64,32.1053483333333,35.20396,648.6,3.40000009536743,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2018-11-29 17:27:05,11,-83,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
24:c9:a1:35:b7:e8,Ariel_University,[ESS],2018-11-29 17:27:05,6,-61,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2018-11-29 17:27:05,1,-88,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
8c:0c:90:2f:cb:e8,Ariel_University,[ESS],2018-11-29 17:27:05,11,-64,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
24:c9:a1:36:4e:08,Ariel_University,[ESS],2018-11-29 17:27:05,1,-81,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
34:fa:9f:12:64:d8,Ariel_University,[ESS],2018-11-29 17:27:05,1,-62,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
8c:0c:90:2e:16:38,Ariel_University,[ESS],2018-11-29 17:27:05,6,-74,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
8c:0c:90:2d:7a:d8,Ariel_University,[ESS],2018-11-29 17:27:05,11,-73,32.1052766666667,35.2038583333333,648.3,3.59999990463257,WIFI
24:c9:a1:35:a7:d8,Ariel_University,[ESS],2018-11-29 17:27:13,6,-79,32.1049633333333,35.2039933333333,648.6,5.30000019073486,WIFI
24:c9:a1:36:20:38,Ariel_University,[ESS],2018-11-29 17:27:13,1,-81,32.1049633333333,35.2039933333333,648.6,5.30000019073486,WIFI
24:c9:a1:33:31:18,Ariel_University,[ESS],2018-11-29 17:27:13,1,-84,32.1049633333333,35.2039933333333,648.6,5.30000019073486,WIFI
24:c9:a1:35:ba:18,Ariel_University,[ESS],2018-11-29 17:27:13,1,-84,32.1049633333333,35.2039933333333,648.6,5.30000019073486,WIFI
8c:0c:90:2e:16:38,Ariel_University,[ESS],2018-11-29 17:27:20,6,-59,32.1047316666667,35.203905,649.3,6.69999980926514,WIFI
24:c9:a1:35:a7:d8,Ariel_University,[ESS],2018-11-29 17:27:20,6,-71,32.1047316666667,35.203905,649.3,6.69999980926514,WIFI
34:fa:9f:12:64:dc,Ariel_University,[ESS],2018-11-29 17:27:20,44,-71,32.1047316666667,35.203905,649.3,6.69999980926514,WIFI
8c:0c:90:2e:16:38,Ariel_University,[ESS],2018-11-29 17:27:27,6,-51,32.1044883333333,35.20385,650.5,8.5,WIFI
24:c9:a1:36:20:38,Ariel_University,[ESS],2018-11-29 17:27:27,1,-72,32.1044883333333,35.20385,650.5,8.5,WIFI
24:c9:a1:35:ba:18,Ariel_University,[ESS],2018-11-29 17:27:27,1,-73,32.1044883333333,35.20385,650.5,8.5,WIFI
24:c9:a1:36:20:38,Ariel_University,[ESS],2018-11-29 17:27:28,1,-66,32.1044233333333,35.2038416666667,650.6,8.80000019073486,WIFI
8c:0c:90:2f:37:f8,Ariel_University,[ESS],2018-11-29 17:27:28,6,-88,32.1044233333333,35.2038416666667,650.6,8.80000019073486,WIFI
50:a7:33:07:59:a8,Ariel_University,[ESS],2018-11-29 17:27:43,11,-62,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
84:18:3a:04:41:88,Ariel_University,[ESS],2018-11-29 17:27:43,6,-84,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],2018-11-29 17:27:43,6,-83,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2018-11-29 17:27:43,6,-81,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
24:c9:a1:35:d0:88,Ariel_University,[ESS],2018-11-29 17:27:43,6,-85,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
24:c9:a1:36:51:c8,Ariel_University,[ESS],2018-11-29 17:27:43,11,-84,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
8c:0c:90:2f:35:08,Ariel_University,[ESS],2018-11-29 17:27:43,11,-86,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
e0:10:7f:1e:74:28,Ariel_University,[ESS],2018-11-29 17:27:43,1,-89,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
8c:0c:90:2f:2b:38,Ariel_University,[ESS],2018-11-29 17:27:43,11,-77,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
24:c9:a1:36:52:18,Ariel_University,[ESS],2018-11-29 17:27:43,6,-79,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
24:c9:a1:35:ba:c8,Ariel_University,[ESS],2018-11-29 17:27:43,11,-89,32.1045116666667,35.2035483333333,650.2,8.80000019073486,WIFI
8c:0c:90:2f:d3:d8,Ariel_University,[ESS],2018-11-29 17:27:44,1,-84,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
e0:10:7f:09:99:48,Ariel_University,[ESS],2018-11-29 17:27:44,6,-85,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2e:19:08,Ariel_University,[ESS],2018-11-29 17:27:44,6,-76,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2d:7a:b8,Ariel_University,[ESS],2018-11-29 17:27:44,11,-79,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
34:fa:9f:15:36:98,Ariel_University,[ESS],2018-11-29 17:27:44,11,-79,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
84:18:3a:04:3f:88,Ariel_University,[ESS],2018-11-29 17:27:44,1,-85,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2f:37:98,Ariel_University,[ESS],2018-11-29 17:27:44,1,-88,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
34:fa:9f:14:fe:dc,Ariel_University,[ESS],2018-11-29 17:27:44,36,-86,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
84:18:3a:04:48:88,Ariel_University,[ESS],2018-11-29 17:27:44,1,-84,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
34:fa:9f:15:3b:bc,Ariel_University,[ESS],2018-11-29 17:27:44,36,-95,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2f:c7:48,Ariel_University,[ESS],2018-11-29 17:27:44,1,-80,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
34:fa:9f:15:6e:78,Ariel_University,[ESS],2018-11-29 17:27:44,11,-86,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
34:fa:9f:15:6e:7c,Ariel_University,[ESS],2018-11-29 17:27:44,36,-92,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:30:04:b8,Ariel_University,[ESS],2018-11-29 17:27:44,6,-92,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2f:cc:98,Ariel_University,[ESS],2018-11-29 17:27:44,11,-78,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2d:79:68,Ariel_University,[ESS],2018-11-29 17:27:44,11,-86,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],2018-11-29 17:27:44,6,-77,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2e:0f:b8,Ariel_University,[ESS],2018-11-29 17:27:44,1,-85,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
8c:0c:90:2d:7a:d8,Ariel_University,[ESS],2018-11-29 17:27:44,11,-62,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
24:c9:a1:36:20:38,Ariel_University,[ESS],2018-11-29 17:27:44,1,-58,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
e0:10:7f:1e:74:28,Ariel_University,[ESS],2018-11-29 17:27:44,1,-79,32.1048833333333,35.2034416666667,649.6,7.19999980926514,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2018-11-29 17:27:54,1,-85,32.1051866666667,35.2033233333333,649.2,4,WIFI
24:c9:a1:36:51:88,Ariel_University,[ESS],2018-11-29 17:27:54,6,-85,32.1051866666667,35.2033233333333,649.2,4,WIFI
8c:0c:90:2f:cc:08,Ariel_University,[ESS],2018-11-29 17:27:54,1,-84,32.1051866666667,35.2033233333333,649.2,4,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2018-11-29 17:27:54,11,-84,32.1051866666667,35.2033233333333,649.2,4,WIFI
24:c9:a1:35:bb:08,Ariel_University,[ESS],2018-11-29 17:27:54,6,-85,32.1051866666667,35.2033233333333,649.2,4,WIFI
8c:0c:90:2f:77:68,Ariel_University,[ESS],2018-11-29 17:27:54,1,-89,32.1051866666667,35.2033233333333,649.2,4,WIFI
8c:0c:90:30:04:68,Ariel_University,[ESS],2018-11-29 17:27:54,11,-76,32.1051866666667,35.2033233333333,649.2,4,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],2018-11-29 17:27:54,11,-88,32.1051866666667,35.2033233333333,649.2,4,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2018-11-29 17:27:54,11,-76,32.1051866666667,35.2033233333333,649.2,4,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],2018-11-29 17:27:54,6,-88,32.1051866666667,35.2033233333333,649.2,4,WIFI
8c:0c:90:2d:79:78,Ariel_University,[ESS],2018-11-29 17:27:54,1,-86,32.1051866666667,35.2033233333333,649.2,4,WIFI
34:fa:9f:13:de:b8,Ariel_University,[ESS],2018-11-29 17:27:54,11,-78,32.1051866666667,35.2033233333333,649.2,4,WIFI
34:fa:9f:14:a3:ac,Ariel_University,[ESS],2018-11-29 17:27:54,36,-81,32.1051866666667,35.2033233333333,649.2,4,WIFI
34:fa:9f:14:a3:a8,Ariel_University,[ESS],2018-11-29 17:27:54,1,-73,32.1051866666667,35.2033233333333,649.2,4,WIFI
34:fa:9f:14:1a:ec,Ariel_University,[ESS],2018-11-29 17:27:54,44,-92,32.1051866666667,35.2033233333333,649.2,4,WIFI
34:fa:9f:14:1a:e8,Ariel_University,[ESS],2018-11-29 17:27:54,1,-68,32.1051866666667,35.2033233333333,649.2,4,WIFI
34:fa:9f:15:36:9c,Ariel_University,[ESS],2018-11-29 17:27:54,36,-95,32.1051866666667,35.2033233333333,649.2,4,WIFI
